ENGINE_RPM (),VEHICLE_SPEED (),THROTTLE (),ENGINE_LOAD (),COOLANT_TEMPERATURE (),LONG_TERM_FUEL_TRIM_BANK_1 (),SHORT_TERM_FUEL_TRIM_BANK_1 (),INTAKE_MANIFOLD_PRESSURE (),CONTROL_MODULE_VOLTAGE (),FUEL_AIR_COMMANDED_EQUIV_RATIO (),CATALYST_TEMPERATURE_BANK1_SENSOR1 (),Moving,Date_of_Compute,Date_of_Garage,Dynamic_Number_of_Days_Left
925,0,19.215687,36.470589,43,3.125,-11.71875,37,14.14,0,260.799988,1,1/12/2024 0:00,18/2/2024 0:00,241
925,0,19.215687,36.470589,43,3.125,-8.59375,37,14.14,0,260.799988,1,30/11/2024 0:00,18/2/2024 0:00,240
925.75,0,19.215687,36.470589,43,3.125,-8.59375,37,14.14,0,260.799988,1,29/11/2024 0:00,25/2/2024 0:00,239
925.75,0,19.215687,36.470589,43,3.125,-8.59375,37,14.14,0,266.600006,1,5/12/2024 0:00,25/2/2024 0:00,238
925.75,0,19.215687,36.470589,43,3.125,-8.59375,37,14.14,0,266.600006,1,4/12/2024 0:00,25/2/2024 0:00,237
930.25,0,19.215687,36.470589,44,3.125,-8.59375,37,14.14,0,266.600006,1,3/12/2024 0:00,25/2/2024 0:00,236
930.25,0,19.215687,36.470589,44,3.125,-8.59375,37,14.14,0,266.600006,1,2/12/2024 0:00,25/2/2024 0:00,235
930.25,0,19.215687,36.470589,44,3.125,-8.59375,37,14.14,0,272.200012,1,1/12/2024 0:00,25/2/2024 0:00,234
930.25,0,19.215687,36.470589,44,3.125,-8.59375,37,14.14,0,272.200012,1,30/11/2024 0:00,25/2/2024 0:00,233
922.5,0,19.215687,36.470589,44,3.125,-11.71875,36,14.14,0,272.200012,1,29/11/2024 0:00,25/2/2024 0:00,232
922.5,0,19.215687,36.470589,44,3.125,-11.71875,36,14.14,0,272.200012,1,5/12/2024 0:00,25/2/2024 0:00,231
922.5,0,19.215687,36.470589,44,3.125,-11.71875,36,14.14,0,277.5,1,4/12/2024 0:00,25/2/2024 0:00,230
922.5,0,19.215687,36.07843,45,3.125,-7.03125,36,14.14,0,277.5,1,3/12/2024 0:00,25/2/2024 0:00,229
926.5,0,19.215687,36.07843,45,3.125,-7.03125,37,14.14,0,277.5,1,2/12/2024 0:00,25/2/2024 0:00,228
926.5,0,19.215687,36.07843,45,3.125,-7.03125,37,14.14,0,280,1,1/12/2024 0:00,25/2/2024 0:00,227
926.5,0,19.215687,36.07843,45,3.125,-7.03125,37,14.16,0,280,1,30/11/2024 0:00,25/2/2024 0:00,226
917.75,0,19.215687,36.07843,45,3.125,-9.375,36,14.16,0,280,1,29/11/2024 0:00,25/2/2024 0:00,225
917.75,0,18.82353,36.07843,45,3.125,-9.375,36,14.16,0,280,1,5/12/2024 0:00,25/2/2024 0:00,224
917.75,0,18.82353,36.07843,45,3.125,-9.375,36,14.14,0,285,1,4/12/2024 0:00,25/2/2024 0:00,223
917.75,0,18.82353,36.07843,45,3.125,-9.375,36,14.14,0,285,1,3/12/2024 0:00,25/2/2024 0:00,222
918.75,0,18.82353,36.07843,45,3.125,-7.8125,36,14.14,0,285,1,2/12/2024 0:00,25/2/2024 0:00,221
918.75,0,18.82353,36.07843,45,3.125,-7.8125,36,14.14,0,285,1,1/12/2024 0:00,25/2/2024 0:00,220
918.75,0,18.82353,36.07843,45,3.125,-7.8125,36,14.16,0,289.799988,1,30/11/2024 0:00,3/3/2024 0:00,219
918.75,0,18.82353,36.07843,46,3.125,-10.15625,36,14.16,0,289.799988,1,29/11/2024 0:00,3/3/2024 0:00,218
916.25,0,18.82353,36.07843,46,3.125,-10.15625,35,14.16,0,289.799988,1,5/12/2024 0:00,3/3/2024 0:00,217
916.25,0,18.82353,36.07843,46,3.125,-10.15625,35,14.16,0,294.399994,1,4/12/2024 0:00,3/3/2024 0:00,216
916.25,0,18.82353,36.07843,46,3.125,-10.15625,35,14.14,0,294.399994,1,3/12/2024 0:00,3/3/2024 0:00,215
911.5,0,18.82353,35.686275,46,3.125,-7.03125,35,14.14,0,294.399994,1,2/12/2024 0:00,3/3/2024 0:00,214
911.5,0,18.82353,35.686275,46,3.125,-7.03125,35,14.14,0,294.399994,1,1/12/2024 0:00,3/3/2024 0:00,213
911.5,0,18.82353,35.686275,46,3.125,-7.03125,35,14.121,0,296.600006,1,30/11/2024 0:00,3/3/2024 0:00,212
911.5,0,18.82353,35.686275,46,3.125,-7.03125,35,14.121,0,296.600006,1,29/11/2024 0:00,3/3/2024 0:00,211
903,0,18.82353,35.294117,46,3.125,-10.9375,35,14.121,0,296.600006,1,5/12/2024 0:00,3/3/2024 0:00,210
903,0,18.82353,35.294117,46,3.125,-10.9375,35,14.121,0,296.600006,1,4/12/2024 0:00,3/3/2024 0:00,209
903,0,18.82353,35.294117,46,3.125,-10.9375,35,14.121,0,300.899994,1,3/12/2024 0:00,3/3/2024 0:00,208
903,0,18.82353,35.294117,46,3.125,-10.9375,35,14.121,0,300.899994,1,2/12/2024 0:00,3/3/2024 0:00,207
904.5,0,18.82353,35.294117,46,3.125,-7.8125,35,14.121,0,300.899994,1,1/12/2024 0:00,3/3/2024 0:00,206
904.5,0,18.82353,35.294117,46,3.125,-7.8125,35,14.121,0,305,1,30/11/2024 0:00,3/3/2024 0:00,205
904.5,0,18.82353,35.294117,46,3.125,-7.8125,35,14.121,0,305,1,29/11/2024 0:00,3/3/2024 0:00,204
903,0,18.82353,35.686275,47,3.125,-7.8125,35,14.121,0,305,1,5/12/2024 0:00,3/3/2024 0:00,203
903,0,18.82353,35.686275,47,3.125,-7.8125,35,14.121,0,305,1,4/12/2024 0:00,3/3/2024 0:00,202
903,0,18.82353,35.686275,47,3.125,-7.8125,35,14.121,0,308.899994,1,3/12/2024 0:00,3/3/2024 0:00,201
903,0,18.82353,35.686275,47,3.125,-7.8125,35,14.121,0,308.899994,1,2/12/2024 0:00,3/3/2024 0:00,200
904.5,0,18.82353,35.294117,47,3.125,-8.59375,35,14.121,0,308.899994,1,1/12/2024 0:00,10/3/2024 0:00,199
904.5,0,18.82353,35.294117,47,3.125,-8.59375,35,14.121,0,308.899994,1,30/11/2024 0:00,10/3/2024 0:00,198
904.5,0,18.82353,35.294117,47,3.125,-8.59375,35,14.121,0,310.799988,1,29/11/2024 0:00,10/3/2024 0:00,197
904.5,0,18.82353,34.901962,47,3.125,-8.59375,35,14.121,0,310.799988,1,5/12/2024 0:00,10/3/2024 0:00,196
903.75,0,18.82353,34.901962,48,3.90625,-7.8125,36,14.121,0,310.799988,1,4/12/2024 0:00,10/3/2024 0:00,195
903.75,0,18.82353,34.901962,48,3.90625,-7.8125,36,14.121,0,314.600006,1,3/12/2024 0:00,10/3/2024 0:00,194
903.75,0,18.82353,34.901962,48,3.90625,-7.8125,36,14.121,0,314.600006,1,2/12/2024 0:00,10/3/2024 0:00,193
896.75,0,18.82353,34.901962,48,3.125,-7.8125,36,14.121,0,314.600006,1,1/12/2024 0:00,10/3/2024 0:00,192
896.75,0,18.82353,34.901962,48,3.125,-7.8125,36,14.121,0,314.600006,1,30/11/2024 0:00,10/3/2024 0:00,191
896.75,0,18.82353,34.901962,48,3.125,-7.8125,36,14.121,0,318,1,29/11/2024 0:00,10/3/2024 0:00,190
896.75,0,18.82353,34.901962,48,3.125,-7.8125,36,14.121,0,318,1,5/12/2024 0:00,10/3/2024 0:00,189
896.75,0,18.82353,34.901962,48,3.90625,-7.8125,35,14.121,0,318,1,4/12/2024 0:00,10/3/2024 0:00,188
896.75,0,18.82353,34.901962,48,3.90625,-7.8125,35,14.121,0,318,1,3/12/2024 0:00,10/3/2024 0:00,187
896.75,0,18.82353,34.901962,48,3.90625,-7.8125,35,14.121,0,321.399994,1,2/12/2024 0:00,10/3/2024 0:00,186
896.75,0,18.82353,34.901962,48,3.90625,-7.8125,35,14.121,0,321.399994,1,1/12/2024 0:00,10/3/2024 0:00,185
886.5,0,18.431372,34.901962,49,3.90625,-7.03125,34,14.121,0,321.399994,1,30/11/2024 0:00,10/3/2024 0:00,184
886.5,0,18.431372,34.901962,49,3.90625,-7.03125,34,14.121,0,323,1,29/11/2024 0:00,10/3/2024 0:00,183
886.5,0,18.431372,34.901962,49,3.90625,-7.03125,34,14.121,0,323,1,5/12/2024 0:00,10/3/2024 0:00,182
889,0,18.431372,34.509804,49,3.90625,-8.59375,35,14.121,0,323,1,4/12/2024 0:00,10/3/2024 0:00,181
889,0,18.431372,34.509804,49,3.90625,-8.59375,35,14.121,0,323,1,3/12/2024 0:00,10/3/2024 0:00,180
889,0,18.431372,34.509804,49,3.90625,-8.59375,35,14.121,0,326.100006,1,2/12/2024 0:00,17/3/2024 0:00,179
889,0,18.431372,34.509804,49,3.90625,-8.59375,35,14.121,0,326.100006,1,1/12/2024 0:00,17/3/2024 0:00,178
887.5,0,18.431372,34.509804,50,3.90625,-5.46875,34,14.121,0,326.100006,1,30/11/2024 0:00,17/3/2024 0:00,177
887.5,0,18.431372,34.509804,50,3.90625,-5.46875,34,14.121,0,326.100006,1,29/11/2024 0:00,17/3/2024 0:00,176
887.5,0,18.431372,34.509804,50,3.90625,-5.46875,34,14.121,0,329.100006,1,5/12/2024 0:00,17/3/2024 0:00,175
887.5,0,18.431372,34.509804,50,3.90625,-5.46875,34,14.121,0,329.100006,1,4/12/2024 0:00,17/3/2024 0:00,174
914.75,0,17.254902,30.588236,50,3.90625,-10.15625,29,14.121,0,329.100006,1,3/12/2024 0:00,17/3/2024 0:00,173
914.75,0,17.254902,30.588236,50,3.90625,-10.15625,29,14.121,0,329.100006,1,2/12/2024 0:00,17/3/2024 0:00,172
914.75,0,17.254902,30.588236,50,3.90625,-10.15625,29,14.179,0,331.899994,1,1/12/2024 0:00,17/3/2024 0:00,171
914.75,0,17.254902,27.450981,50,3.90625,-10.9375,27,14.179,0,331.899994,1,30/11/2024 0:00,17/3/2024 0:00,170
901.5,0,17.254902,27.450981,50,3.90625,-10.9375,27,14.179,0,331.899994,1,29/11/2024 0:00,17/3/2024 0:00,169
901.5,0,17.254902,27.450981,50,3.90625,-10.9375,27,14.179,0,333,1,5/12/2024 0:00,17/3/2024 0:00,168
901.5,0,17.254902,27.450981,50,3.90625,-10.9375,27,14.179,0,333,1,4/12/2024 0:00,17/3/2024 0:00,167
897.5,0,17.254902,26.274509,50,3.90625,-10.15625,26,14.179,0,333,1,3/12/2024 0:00,17/3/2024 0:00,166
897.5,0,17.254902,26.274509,50,3.90625,-10.15625,26,14.179,0,333,1,2/12/2024 0:00,17/3/2024 0:00,165
897.5,0,17.254902,26.274509,50,3.90625,-10.15625,26,14.179,0,335.100006,1,1/12/2024 0:00,17/3/2024 0:00,164
897.5,0,17.254902,26.274509,50,3.90625,-10.15625,26,14.179,0,335.100006,1,30/11/2024 0:00,17/3/2024 0:00,163
864,0,17.254902,26.666666,51,3.90625,-9.375,26,14.179,0,335.100006,1,29/11/2024 0:00,17/3/2024 0:00,162
864,0,17.254902,26.666666,51,3.90625,-9.375,26,14.179,0,335.100006,1,5/12/2024 0:00,17/3/2024 0:00,161
864,0,17.254902,26.666666,51,3.90625,-9.375,26,14.179,0,336.700012,1,4/12/2024 0:00,17/3/2024 0:00,160
864,0,17.254902,26.666666,51,3.90625,-10.15625,26,14.179,0,336.700012,1,3/12/2024 0:00,24/3/2024 0:00,159
857.75,0,17.254902,26.666666,51,3.90625,-10.15625,26,14.179,0,336.700012,1,2/12/2024 0:00,24/3/2024 0:00,158
857.75,0,17.254902,26.666666,51,3.90625,-10.15625,26,14.179,0,338.100006,1,1/12/2024 0:00,24/3/2024 0:00,157
857.75,0,17.254902,26.666666,51,3.90625,-10.15625,26,14.179,0,338.100006,1,30/11/2024 0:00,24/3/2024 0:00,156
